"uniprotkb_canonical_ac","uniprotkb_isoform_ac","transcript_id","peptide_id","chromosome_id","start_pos","end_pos","strand"
"Q5H9R7-1","E9PNN8-1","ENST00000531244.1","ENSP00000432837.1","11","68537665","68551126","0"
"Q96ER3-1","H0YCN7-1","ENST00000530436.5","ENSP00000432044.1","11","18090274","18081421","1"
"P40424-1","P40424-2","ENST00000699845.1","ENSP00000514643.1","1","164559823","164821580","0"
"P40424-1","P40424-3","ENST00000627490.2","ENSP00000485692.1","1","164559823","164849399","0"
"P40424-1","H0YLF5-1","ENST00000559240.5","ENSP00000453188.1","1","164559823","164846673","0"
"P40424-1","S4R377-1","ENST00000485769.5","ENSP00000473998.1","1","164559823","164560164","0"
"P40424-1","H0YLD4-1","ENST00000482110.5","ENSP00000453163.1","1","164792544","164799887","0"
"P40424-1","F8WA05-1","ENST00000340699.7","ENSP00000341455.3","1","164559823","164792738","0"
"P40424-1","H0YKH1-1","ENST00000559578.1","ENSP00000452804.1","1","164563263","164799881","0"
"P40424-1","P40424-1","ENST00000420696.7","ENSP00000405890.2","1","164559823","164846673","0"
"P40424-1","H0YLM3-1","ENST00000559560.1","ENSP00000453262.1","1","164792544","164799794","0"
"P40424-1","H0YLT4-1","ENST00000558837.5","ENSP00000453331.1","1","164792544","164807569","0"
"P40424-1","H0YLB0-1","ENST00000540236.4","ENSP00000439943.3","1","164792544","164846673","0"
"P40424-1","A0A8V8TPF7-1","ENST00000699848.1","ENSP00000514646.1","1","164792671","164884560","0"
"P40425-1","P40425-1","ENST00000453487.2","ENSP00000403948.2","HSCHR6_MHC_APD_CTG1","3522514","3518984","1"
"P40426-1","H0Y5D0-1","ENST00000428092.1","ENSP00000397903.2","9","125865271","125935531","0"
"P40426-1","P40426-1","ENST00000373489.10","ENSP00000362588.5","9","125747454","125965920","0"
"P40426-1","U3KQA2-1","ENST00000491787.7","ENSP00000475679.1","9","125748575","125929843","0"
"P40426-1","H3BLX0-1","ENST00000373482.6","ENSP00000362581.2","9","125747454","125929659","0"
"P40426-1","P40426-2","ENST00000342287.9","ENSP00000341990.5","9","125747454","125963055","0"
"P40426-1","P40426-5","ENST00000447726.6","ENSP00000387456.2","9","125748575","125965920","0"
"P40426-1","Q5JS98-1","ENST00000373487.8","ENSP00000362586.4","9","125747454","125965920","0"
"Q8N5Y2-1","A0A3B3IRT2-1","ENST00000648692.1","ENSP00000496974.1","X","11765538","11767175","0"
"Q96KP4-1","J3QKQ0-1","ENST00000582589.5","ENSP00000463182.1","18","74499974","74508856","0"
"Q17R31-1","H0YCN0-1","ENST00000527693.1","ENSP00000432006.1","1","212804619","212815021","0"
"O60309-1","J3QKQ2-1","ENST00000580464.1","ENSP00000463186.1","17","64895056","64868500","1"
"P62873-1","B3KVK2-1","ENST00000615252.5","ENSP00000483532.1","1","1804548","1787334","1"
"Q49A88-1","J3QT39-1","ENST00000409697.8","ENSP00000386866.4","3","123961173","123914782","1"
"Q9Y2D4-1","J3QT38-1","ENST00000410104.1","ENSP00000386698.1","2","72825910","72465097","1"
"P05937-1","E5RG14-1","ENST00000520613.5","ENSP00000430281.1","8","90078432","90063435","1"
"P35442-1","A0A7I2V344-1","ENST00000677429.1","ENSP00000503286.1","6","169250784","169246260","1"
"O00217-1","H0YCB2-1","ENST00000529645.1","ENSP00000431293.1","11","68032161","68032356","0"
"Q9Y691-1","E7ETM2-1","ENST00000437510.5","ENSP00000395807.1","3","178807410","178828361","0"
"Q9H165-1","A0A0J9YY13-1","ENST00000479026.2","ENSP00000488636.1","2","60460456","60460406","1"
"Q9H2I8-1","A0A087WWI0-1","ENST00000611255.5","ENSP00000480240.1","10","75431725","76557285","0"
"Q9H2I8-1","M0R2H0-1","ENST00000496424.2","ENSP00000472558.1","10","76319210","76557285","0"
"Q9H2I8-1","Q9H2I8-1","ENST00000372499.5","ENSP00000361577.1","10","75782976","76557285","0"
"O14513-1","A0A1W2PS86-1","ENST00000639875.1","ENSP00000492746.1","2","132732051","132673291","1"
"P08842-1","A0A590UJL0-1","ENST00000217961.5","ENSP00000217961.5","X","7253200","7350258","0"
"P08842-1","A0A590UJT4-1","ENST00000664306.2","ENSP00000499549.2","X","7253200","7586241","0"
"P08842-1","A0A590UJY9-1","ENST00000660000.2","ENSP00000499642.2","X","7253200","7452429","0"
"P03891-1","P03891-1","ENST00000361453.3","ENSP00000355046.4","Mitochondrion","4470","5510","0"
"Q15326-1","E7EV75-1","ENST00000397955.7","ENSP00000381046.3","10","180013","252467","0"
"Q9H079-1","H0YNW3-1","ENST00000560310.5","ENSP00000454181.1","15","34152939","34147232","1"
"P03897-1","P03897-1","ENST00000361227.2","ENSP00000355206.2","Mitochondrion","10059","10403","0"
"P02768-1","H0YA55-1","ENST00000511370.1","ENSP00000426179.1","4","73409340","73420297","0"
"P02768-1","H7C013-1","ENST00000441319.5","ENSP00000392541.1","4","73397114","73409457","0"
"P02768-1","D6RHD5-1","ENST00000503124.5","ENSP00000421027.1","4","73406730","73420295","0"
"P02768-1","D6RCE7-1","ENST00000476441.6","ENSP00000423727.1","4","73404328","73412000","0"
"P02768-1","P02768-1","ENST00000295897.9","ENSP00000295897.4","4","73404328","73420295","0"
"P02768-1","B7WNR0-1","ENST00000401494.7","ENSP00000384695.3","4","73404328","73420295","0"
"P02768-1","A0A0C4DGB6-1","ENST00000509063.5","ENSP00000422784.1","4","73404328","73421118","0"
"P02768-1","C9JKR2-1","ENST00000415165.6","ENSP00000401820.2","4","73404328","73420295","0"
"O94916-1","A0A494C020-1","ENST00000627621.3","ENSP00000486610.2","16","69566302","69653301","0"
"Q9Y237-1","A0A494C021-1","ENST00000652108.2","ENSP00000498324.2","X","72181856","72262793","0"
"Q02338-1","C9JM78-1","ENST00000629309.2","ENSP00000486776.1","HSCHR3_2_CTG3","20552","44618","0"
"Q13427-1","C9JM79-1","ENST00000433207","ENSP00000408683","2","169604042","169637520","0"
"P35749-1","A0A494C024-1","ENST00000652121.1","ENSP00000498314.1","16","15838252","15750469","1"
"P02760-1","P02760-1","ENST00000265132.8","ENSP00000265132.3","9","114078209","114060242","1"
"P02760-1","S4R471-1","ENST00000466610.6","ENSP00000475149.1","9","114074969","114060992","1"
"P02760-1","S4R3Y4-1","ENST00000603230.1","ENSP00000474859.1","9","114078209","114069749","1"
"P02763-1","P02763-1","ENST00000259396.9","ENSP00000259396.8","9","114323134","114326354","0"
"Q6UXI7-1","B5MD45-1","ENST00000404084.5","ENSP00000384154.1","2","36716371","36814358","0"
"P02765-1","C9JV77-1","ENST00000273784.5","ENSP00000273784.5","3","186613142","186620927","0"
"P02765-1","P02765-1","ENST00000411641.7","ENSP00000393887.2","3","186613142","186620927","0"
"Q9BUG6-1","A0A0C4DGQ1-1","ENST00000592355.5","ENSP00000467238.1","19","56225046","56221578","1"
"Q96MH6-1","E5RGT2-1","ENST00000519784.5","ENSP00000428688.1","8","55756394","55740135","1"
"P02766-1","A0A087WV45-1","ENST00000613781.2","ENSP00000479174.2","18","31591903","31591971","0"
"P02766-1","P02766-1","ENST00000237014.8","ENSP00000237014.4","18","31591903","31598672","0"
"P02766-1","A0A087WT59-1","ENST00000610404.5","ENSP00000477599.2","18","31592923","31598672","0"
"Q9Y2J2-1","A0A0J9YY18-1","ENST00000578524.5","ENSP00000488647.1","18","5419813","5396201","1"
"O14686-1","A0A8I5QKP3-1","ENST00000691932.1","ENSP00000509037.1","12","49024708","49021783","1"
"Q8N3C7-1","A0A8I5QKP4-1","ENST00000686125.1","ENSP00000509057.1","2","29121389","29175004","0"
"Q8N766-1","A0A8I5QKP5-1","ENST00000685099.1","ENSP00000509737.1","1","19251509","19244003","1"
"P04792-1","A0A6Q8PGY2-1","ENST00000675538.1","ENSP00000502495.1","7","76302713","76304042","0"
"P10721-1","A0A8I5QKP7-1","ENST00000689832.1","ENSP00000509084.1","4","54658015","54738554","0"
"Q16620-1","A0A8I5QKP8-1","ENST00000685387.1","ENSP00000509099.1","9","84670749","84810576","0"
"Q8NBP7-1","A0AA34QVH0-1","ENST00000710286.1","ENSP00000518176.1","1","55039481","55063581","0"
"P43630-1","A0A1W2PPV3-1","ENST00000638389.1","ENSP00000491364.1","HSCHR19KIR_HG2393_CTG3_1","61536","45258","1"
"Q9NXE4-1","A0A7P0T8J0-1","ENST00000680196.1","ENSP00000505151.1","2","130176592","130157348","1"
"Q14807-1","A0A8I5KXF9-1","ENST00000689172.1","ENSP00000508827.1","16","29790760","29802782","0"
"Q9H6T0-1","J3QQJ9-1","ENST00000564382.5","ENSP00000463770.1","16","68234056","68233358","1"
"O95208-1","J3QQJ8-1","ENST00000580579.5","ENSP00000463769.1","17","19312074","19313141","0"
"Q4G0P3-1","J3QQJ7-1","ENST00000393552.6","ENSP00000463767.1","16","71129720","70988509","1"
"P43146-1","J3QQJ6-1","ENST00000578949.1","ENSP00000463766.1","18","53063355","53157435","0"
"Q9Y2L5-1","J3QQJ5-1","ENST00000582539.5","ENSP00000463764.1","18","31931518","31830758","1"
"O75976-1","J3QQJ4-1","ENST00000584221.2","ENSP00000463763.2","17","30443802","30466295","0"
"Q9Y2T1-1","J3QQJ3-1","ENST00000580513.1","ENSP00000463761.1","17","65558620","65558045","1"
"Q8NDL9-1","C9JTY1-1","ENST00000451003.5","ENSP00000407584.1","2","27052959","27053156","0"
"P49640-1","J3QQJ1-1","ENST00000580535.1","ENSP00000463759.1","7","27243368","27245278","0"
"Q9UHR5-1","J3QQJ0-1","ENST00000583536.5","ENSP00000463758.1","17","75667426","75706520","0"
"Q9P2J3-1","Q9P2J3-1","ENST00000359039.5","ENSP00000351933.4","9","21334859","21333009","1"
"P18848-1","A0A6Q8PGY1-1","ENST00000676346","ENSP00000502400","22","39521446","39522599","0"
"Q05586-1","A2AVK2-1","ENST00000350902.9","ENSP00000316915.9","9","137139487","137158432","0"
"P06681-1","A0A8Q3WKM9-1","ENST00000695644.1","ENSP00000512079.1","6","31927753","31945224","0"
"P06681-1","A0A8Q3WKM6-1","ENST00000468407.2","ENSP00000512075.1","6","31927753","31945671","0"
"Q9BQQ3-1","A0A8Q3WKM5-1","ENST00000695613.1","ENSP00000512052.1","3","39107541","39101016","1"
"P61247-1","D6R9B6-1","ENST00000709894.1","ENSP00000517922.1","HSCHR4_2_CTG8_1","39605","41321","0"
"Q92552-1","A0A8Q3WKM3-1","ENST00000522562.5","ENSP00000511937.1","5","72238130","72227175","1"
"Q8TA94-1","A0A0C4DGQ9-1","ENST00000595977.5","ENSP00000469879.1","19","12333482","12319220","1"
"Q8NCN2-1","A0A8Q3WKM1-1","ENST00000695642.1","ENSP00000512077.1","9","126863693","126880911","0"
"P49848-1","C9JTY6-1","ENST00000493322.6","ENSP00000419555.2","7","100114209","100107249","1"
"P35670-1","F5H562-1","ENST00000400370.8","ENSP00000383221.3","13","52011337","51934759","1"
"Q5ZPR3-1","H0YL10-1","ENST00000561176.5","ENSP00000453014.1","15","73703909","73712955","0"
"P39023-1","F8WCR1-1","ENST00000420536.1","ENSP00000416273.1","22","39319597","39316847","1"
"P39023-1","B5MCW2-1","ENST00000402527.5","ENSP00000385762.1","22","39318439","39313709","1"
"P39023-1","H7C422-1","ENST00000453303.5","ENSP00000415198.1","22","39319111","39314701","1"
"P39023-1","P39023-1","ENST00000216146.9","ENSP00000346001.3","22","39319597","39312943","1"
"P39023-1","G5E9G0-1","ENST00000401609.5","ENSP00000386101.1","22","39318439","39312943","1"
"Q9NQU5-1","H0YL16-1","ENST00000560669.5","ENSP00000453021.1","15","40264786","40266489","0"
"Q8NEM0-1","A0A8I5KYD2-1","ENST00000521129.2","ENSP00000509664.1","8","6477612","6621690","0"
"H0YL14-1","H3BQM9-1","ENST00000447934.1","ENSP00000455849.1","9","136116900","136116787","1"
"H0YL14-1","H0YL14-1","ENST00000418388.6","ENSP00000453019.1","9","136116900","136116484","1"
"H0YL14-1","H3BVA3-1","ENST00000448040.2","ENSP00000458020.1","9","136116900","136116805","1"
"P10914-1","A0A7P0TBL0-1","ENST00000681715.1","ENSP00000506545.1","5","132486686","132485672","1"
"Q5VIY5-1","M0QYE7-1","ENST00000597924.5","ENSP00000469779.1","19","52854272","52841937","1"
"Q96P71-1","U3KQJ7-1","ENST00000488489.5","ENSP00000475938.1","20","33674352","33670774","1"
"P55769-1","A0A3B3IUA2-1","ENST00000648350.1","ENSP00000498157.1","22","41690449","41674936","1"
"O00591-1","E5RI57-1","ENST00000519598.1","ENSP00000430772.1","5","170788616","170810009","0"
"Q70YC5-1","C9J1G1-1","ENST00000421210.1","ENSP00000392791.1","10","62376194","62376352","0"
"Q14807-1","A0A8I5KXF2-1","ENST00000691486.1","ENSP00000508813.1","16","29798374","29802540","0"
"O14514-1","E5RG74-1","ENST00000521208.5","ENSP00000427783.1","8","142464199","142533459","0"
"O43399-1","A0A087WYR3-1","ENST00000615907.4","ENSP00000482024.1","20","63865366","63890039","0"
"O43399-1","O43399-1","ENST00000346249.9","ENSP00000343547.4","20","63865366","63889942","0"
"O43399-1","A0A087WZ51-1","ENST00000611972.4","ENSP00000482370.1","20","63865366","63889942","0"
"O43399-1","O43399-2","ENST00000348257.9","ENSP00000343554.5","20","63865366","63889942","0"
"O43399-1","O43399-3","ENST00000351424.8","ENSP00000340006.4","20","63865366","63889942","0"
"O43399-1","O43399-4","ENST00000358548.4","ENSP00000351350.4","20","63865366","63889942","0"
"O43399-1","O43399-5","ENST00000352482.8","ENSP00000344647.4","20","63865366","63889942","0"
"O43399-1","O43399-6","ENST00000369927.8","ENSP00000358943.2","20","63865366","63889942","0"
"O43399-1","O43399-7","ENST00000217121.9","ENSP00000217121.5","20","63865366","63889942","0"
"Q9P219-1","G3V3S0-1","ENST00000553403.1","ENSP00000451392.1","14","91417690","91379868","1"
"Q9P219-1","Q0P665-1","ENST00000389856.9","ENSP00000374506.5","14","91417196","91379868","1"
"Q9P219-1","Q9P219-1","ENST00000389857.11","ENSP00000374507.6","14","91417690","91272628","1"
"Q9P219-1","H0YJX5-1","ENST00000556726.5","ENSP00000452406.1","14","91289331","91285671","1"
"Q9P218-1","Q9P218-2","ENST00000422202.5","ENSP00000414753.1","20","63295108","63329655","0"
"Q9P218-1","B7ZBI5-1","ENST00000455906.1","ENSP00000406345.1","20","63320099","63328479","0"
"Q9P218-1","Q9P218-1","ENST00000358894.11","ENSP00000351767.6","20","63295108","63329655","0"
"Q9P218-1","B7ZBI4-1","ENST00000415763.5","ENSP00000410799.1","20","63319086","63328497","0"
"P36402-1","E5RG75-1","ENST00000521639.5","ENSP00000427782.1","5","134115938","134142751","0"
"Q9P215-1","Q5TIJ2-1","ENST00000449930.5","ENSP00000404402.1","1","166840957","166849206","0"
"Q9P215-1","Q9P215-1","ENST00000367875.1","ENSP00000356849.1","1","166840957","166850406","0"
"Q13428-1","A0A2R8Y857-1","ENST00000646961.1","ENSP00000496754.1","5","150357747","150375010","0"
"Q9P217-1","Q9P217-1","ENST00000359600.6","ENSP00000352614.5","1","45206350","45018457","1"
"P06744-1","A0A2R8YF08-1","ENST00000642240.1","ENSP00000496041.1","19","34364910","34368618","0"
"Q9P212-1","Q9P212-1","ENST00000371380.8","ENSP00000360431.2","10","94031047","94325077","0"
"Q9P212-1","Q9P212-2","ENST00000371375.2","ENSP00000360426.1","10","94089095","94325077","0"
"Q9P212-1","A0A7I2PPM5-1","ENST00000371385.8","ENSP00000360438.4","10","94089095","94325077","0"
"Q9P212-1","A0A6Q8PFG0-1","ENST00000674738.1","ENSP00000501802.1","10","94171283","94282860","0"
